ArXiV id,Result,Where
2205.08585,Not found,
2212.03399,Not found,
2206.08574,Not found,
2205.01254,Found,"Repo: github - ('hapsby', 'deepAPIRevisited')"
2201.12602,Not found,
2204.06425,Not found,
2202.01142,Not found,
2210.04275,Not found,
2202.07504,Not found,
2204.12758,Not found,
2203.07736,Not found,
2207.06282,Not found,
2211.09568,Not found,
2210.04665,Not found,
2211.11482,Not found,
2204.00107,Not found,
2205.07453,Not found,
2202.08897,Not found,
2209.04963,Not found,
2212.07218,Not found,
2206.00085,Not found,
2204.00455,Not found,
2202.13040,Not found,
2208.04631,Not found,
2202.06008,Not found,
2201.03473,Not found,
2209.07365,Not found,
2203.03850,Found,"Repo: github - ('microsoft', 'CodeBERT')"
2212.05738,Not found,
2208.02193,Not found,
2209.10255,Found,"Repo: github - ('luckyPer', 'PTSG')"
2212.04035,Not found,
2208.02598,Not found,
2204.07893,Not found,
2212.03404,Not found,
2205.06381,Not found,
2207.11765,Not found,
2206.09357,Not found,
2203.05045,Not found,
2202.03270,Not found,
2207.01837,Not found,
2212.11368,Not found,
2205.13022,Not found,
2201.03606,Not found,
2212.09004,Not found,
2208.00462,Not found,
2210.16018,Not found,
2210.02656,Not found,
2205.11941,Not found,
2203.15988,Not found,
2208.01497,Not found,
2209.03345,Not found,
2209.03815,Not found,
2204.08783,Not found,
2208.14799,Not found,
2202.10169,Not found,
2210.08404,Not found,
2204.03401,Not found,
2205.08487,Not found,
2202.11300,Not found,
2203.00771,Not found,
2205.02950,Not found,
2207.06590,Not found,
2209.01549,Not found,
2211.11409,Not found,
2207.13829,Not found,
2205.15972,Not found,
2207.04515,Not found,
2203.08787,Not found,
2209.08955,Not found,
2206.07180,Not found,
2211.14875,Not found,
2207.00623,Found,Repo: zenodo-doi - https://doi.org/10.5281/zenodo.5554974
2212.11866,Not found,
2206.00103,Not found,
2208.09873,Not found,
2202.00979,Not found,
2210.00848,Not found,
2201.05927,Not found,
2202.03055,Not found,
2210.15845,Not found,
2211.12821,Not found,
2204.12712,Not found,
2201.03346,Not found,
2208.05675,Not found,
2209.07211,Not found,
2205.03120,Not found,
2203.10677,Not found,
2202.01289,Not found,
2203.13705,Not found,
2205.00664,Found,"Repo: github - ('testingautomated-usi', 'simple-tip')"
2208.05950,Not found,
2203.16653,Not found,
2208.13421,Not found,
2201.06325,Not found,
2201.04837,Not found,
2206.10110,Not found,
2210.05931,Not found,
2211.11057,Not found,
2208.13252,Not found,
2206.13429,Not found,
2205.14374,Found,Repo: zenodo-doi - https://doi.org/10.5281/zenodo.6630188
2205.04467,Not found,
2204.12008,Not found,
2203.04026,Not found,
2207.12172,Not found,
2210.05370,Not found,
2204.06825,Not found,
2212.07566,Not found,
2203.09707,Not found,
2203.14093,Found,"Repo: github - ('kiv-air', 'MQDD')"
2204.07863,Not found,
2206.01507,Not found,
2209.00570,Not found,
2204.05182,Not found,
2208.14290,Not found,
2209.11632,Not found,
2207.04285,Not found,
2208.14942,Found,"Repo: github - ('microwalk-project', 'Microwalk')"
2201.12113,Not found,
2209.11453,Not found,
2209.01518,Not found,
2212.08385,Not found,
2209.02235,Not found,
2209.08719,Not found,
2205.10713,Not found,
2206.02597,Not found,
2211.00373,Not found,
2206.10358,Not found,
2203.10356,Not found,
2211.11595,Found,"Repo: github - ('ispras', 'oss-sydr-fuzz')"
2209.00844,Not found,
2203.03544,Not found,
2209.04791,Not found,
2209.09804,Not found,
2203.13878,Not found,
2211.09425,Not found,
2209.02610,Not found,
2208.01895,Not found,
2209.09022,Not found,
2210.01047,Not found,
2202.02385,Not found,
2212.10443,Not found,
2201.12542,Not found,
2205.03344,Not found,
2205.04047,Not found,
2203.05622,Not found,
2204.06325,Not found,
2204.12916,Not found,
2205.08524,Not found,
2201.08087,Not found,
2203.09604,Not found,
2201.11433,Not found,
2208.11898,Not found,
2208.13928,Not found,
2202.05751,Not found,
2206.11392,Not found,
2211.02658,Not found,
2209.11633,Not found,
2206.09760,Not found,
2206.14669,Found,"Repo: github - ('Jl-wei', 'APIA2022-French-user-reviews-classification-dataset')"
2212.09515,Not found,
2212.09638,Not found,
2201.01988,Found,"Repo: github - ('soarsmu', 'CodeNLM')"
2210.14127,Not found,
2201.06444,Not found,
2203.06289,Found,Repo: zenodo-doi - https://doi.org/10.5281/zenodo.5898296
2211.16716,Not found,
2206.04462,Not found,
2203.09658,Not found,
2205.08440,Not found,
2212.00105,Not found,
2203.13494,Not found,
2205.03597,Not found,
2203.13737,Not found,
2209.14422,Not found,
2205.15561,Not found,
2207.11767,Not found,
2212.13245,Not found,
2203.02906,Not found,
2204.11826,Not found,
2208.01508,Not found,
2204.03332,Found,"Repo: github - ('iitpvisionlab', 'heterogeneous-ai-system-simulator')"
2212.10481,Found,"Repo: github - ('zorazrw', 'odex')"
2208.01105,Not found,
2210.16089,Not found,
2207.04933,Not found,
2203.10903,Not found,
2209.09327,Not found,
2206.05480,Not found,
2202.13056,Not found,
2201.08441,Not found,
2208.00047,Not found,
2207.01409,Not found,
2210.04942,Found,"Repo: github - ('Yuanyuan-Yuan', 'Decision-Oracle')"
2204.08836,Not found,
2202.10349,Not found,
2211.08890,Not found,
2212.08109,Not found,
2206.06724,Not found,
2208.03922,Not found,
2202.00932,Not found,
2205.00600,Not found,
2201.05077,Not found,
2201.11303,Not found,
2211.15261,Not found,
2209.03507,Not found,
2203.07953,Not found,
2207.01047,Not found,
2205.14371,Found,"Repo: github - ('sr-lab', 'GLITCH')"
2201.05647,Not found,
2201.05825,Not found,
2203.12132,Not found,
2206.08474,Found,"Repo: github - ('reddy-lab-code-research', 'XLCoST')"
2209.10131,Not found,
2204.00925,Not found,
2204.09472,Not found,
2208.13215,Not found,
2205.01335,Not found,
2207.13827,Not found,
2203.08417,Not found,
2203.12776,Not found,
2205.04887,Not found,
2205.01440,Not found,
2211.09374,Found,"Repo: github - ('Jun-jie-Huang', 'ExeDS')"
2209.05994,Not found,
2211.07142,Not found,
2206.06668,Found,"Repo: github - ('maciej-bendkowski', 'generic-boltzmann-brain')"
2206.13828,Not found,
2208.06042,Not found,
2201.05425,Not found,
2203.13036,Not found,
2204.04282,Not found,
2208.01512,Not found,
2211.06333,Not found,
2205.08201,Not found,
2202.11999,Not found,
2205.07228,Not found,
2204.07210,Not found,
2204.09526,Not found,
2203.08989,Not found,
2208.08643,Not found,
2211.02265,Not found,
2210.17029,Not found,
2209.12984,Not found,
2209.07623,Not found,
2212.07475,Not found,
2203.05283,Not found,
2212.01748,Not found,
2203.02337,Not found,
2211.06936,Not found,
2210.06307,Not found,
2207.08854,Not found,
2207.00622,Not found,
2204.11454,Not found,
2203.04374,Found,"Repo: github - ('empear-analytics', 'code-health-study-tech-debt-2022')"
2205.13231,Not found,
2208.02615,Not found,
2206.07094,Not found,
2203.14404,Not found,
2205.06352,Not found,
2204.05209,Not found,
2205.01163,Not found,
2211.00471,Not found,
2205.02727,Not found,
2207.09167,Not found,
2209.11032,Found,"Repo: github - ('deib-polimi', 'deepthought')"
2208.13071,Found,"Repo: github - ('OpenACCUserGroup', 'OpenACCV-V')"
2209.06694,Not found,
2204.05355,Not found,
2204.03770,Not found,
2207.10739,Not found,
2210.16261,Not found,
2209.09125,Not found,
2211.05441,Not found,
2205.04359,Not found,
2208.10492,Not found,
2204.10232,Not found,
2202.02574,Not found,
2201.09931,Not found,
2203.04472,Not found,
2208.01106,Not found,
2210.05506,Not found,
2208.08943,Not found,
2202.13260,Not found,
2207.10495,Not found,
2207.08818,Not found,
2210.11468,Not found,
2211.15844,Not found,
2208.05446,Found,"Repo: github - ('EngineeringSoftware', 'CoditT5')"
2208.08982,Not found,
2201.00736,Not found,
2212.01615,Not found,
2204.04562,Not found,
2203.09898,Not found,
2208.01595,Not found,
2209.04602,Not found,
2204.09191,Not found,
2207.09708,Not found,
2201.07201,Not found,
2203.16073,Not found,
2203.14659,Not found,
2210.06858,Not found,
2206.08718,Not found,
2209.14714,Not found,
2204.07560,Not found,
2204.06773,Not found,
2203.12093,Not found,
2206.14527,Not found,
2203.03062,Not found,
2201.05222,Not found,
2201.07420,Not found,
2208.07574,Not found,
2208.11947,Not found,
2206.00666,Not found,
2208.07471,Not found,
2208.05266,Not found,
2208.00677,Not found,
2208.12308,Not found,
2212.01479,Not found,
2203.04995,Not found,
2205.09379,Not found,
2202.03013,Found,"Repo: github - ('MCUSec', 'microAFL')"
2203.07722,Found,"Repo: github - ('celbree', 'ReACC')"
2204.06643,Not found,
2206.01335,Not found,
2205.04883,Not found,
2206.13690,Not found,
2204.01834,Not found,
2209.04290,Not found,
2205.11023,Not found,
2206.06550,Not found,
2210.06893,Not found,
2204.07363,Not found,
2210.02853,Not found,
2203.08491,Not found,
2201.03010,Found,"Repo: github - ('Elkoumy', 'amun')"
2204.02342,Not found,
2209.12065,Not found,
2205.12388,Not found,
2212.00087,Not found,
2201.04434,Not found,
2202.12915,Not found,
2208.09097,Not found,
2208.05273,Not found,
2204.00480,Not found,
2204.04540,Not found,
2209.01244,Not found,
2204.05902,Not found,
2202.02974,Not found,
2204.13582,Not found,
2211.08075,Not found,
2203.07840,Not found,
2201.02241,Not found,
2204.12711,Not found,
2203.13130,Not found,
2201.06363,Not found,
2209.06315,Not found,
2203.16331,Found,"Repo: github - ('tudelft-cda-lab', 'FlexFringe')"
2209.07394,Not found,
2210.06956,Not found,
2208.00308,Not found,
2207.11723,Not found,
2210.08904,Not found,
2206.09514,Not found,
2206.13619,Not found,
2205.11771,Not found,
2201.07029,Not found,
2204.08237,Not found,
2206.05959,Not found,
2211.11332,Not found,
2206.03237,Not found,
2205.08527,Not found,
2208.05507,Not found,
2205.01351,Not found,
2202.10776,Not found,
2209.09932,Not found,
2205.11057,Not found,
2211.05118,Not found,
2210.09688,Not found,
2203.15414,Not found,
2207.06515,Not found,
2207.04231,Not found,
2205.02208,Not found,
2204.04856,Not found,
2205.09591,Not found,
2203.02587,Not found,
2204.02787,Not found,
2208.01321,Not found,
2201.04241,Not found,
2207.14160,Found,"Repo: github - ('Karim-53', 'Compare-xAI')"
2205.09935,Not found,
2210.09136,Not found,
2203.02027,Not found,
2202.09292,Not found,
2212.04732,Not found,
2203.13612,Not found,
2203.05660,Not found,
2202.06183,Not found,
2204.13291,Not found,
2209.01993,Not found,
2205.01859,Not found,
2205.10692,Not found,
2206.05361,Not found,
2203.06068,Not found,
2211.13104,Not found,
2206.01333,Not found,
2212.11658,Not found,
2210.01528,Not found,
2204.11075,Found,"Repo: github - ('Jinxhy', 'SmartAppAttack')"
2207.14157,Not found,
2205.13342,Not found,
2201.02089,Found,"Repo: github - ('FasterXML', 'smile-format-specification')"
2208.08100,Not found,
2206.10233,Not found,
2207.10347,Not found,
2203.12085,Not found,
2210.16800,Not found,
2201.11522,Not found,
2204.09388,Not found,
2207.01749,Not found,
2207.01015,Not found,
2207.00507,Not found,
2210.15469,Not found,
2201.04876,Not found,
2208.04062,Not found,
2210.11783,Not found,
2204.05929,Not found,
2204.06531,Not found,
2204.08063,Not found,
2210.01661,Not found,
2212.11626,Not found,
2206.00504,Not found,
2204.05896,Not found,
2211.15207,Not found,
2208.00853,Not found,
2207.05579,Not found,
2209.01817,Not found,
2209.15011,Not found,
2201.05256,Not found,
2204.08561,Not found,
2202.08572,Not found,
2207.05560,Not found,
2212.03107,Not found,
2203.00268,Not found,
2201.09941,Not found,
2202.12139,Not found,
2210.02435,Not found,
2203.14285,Not found,
2205.15180,Not found,
2203.07267,Not found,
2211.16587,Not found,
2202.02387,Found,"Repo: github - ('yikun-li', 'satd-different-sources-data')"
2211.10623,Not found,
2202.02895,Not found,
2209.11515,Not found,
2210.03003,Found,"Repo: github - ('zemingd', 'Mixup4Code')"
2205.11064,Not found,
2206.01962,Not found,
2212.11762,Not found,
2208.00062,Not found,
2206.14764,Not found,
2202.02135,Not found,
2205.11060,Not found,
2208.08484,Not found,
2207.07992,Not found,
2204.00256,Not found,
2201.07351,Found,Repo: zenodo-record - 6886143
2211.10735,Not found,
2208.01991,Found,"Repo: github - ('M3SOulu', 'MaskedEventAnomalyDetection')"
2206.14068,Found,"Repo: github - ('kaled-alshmrany', 'FuSeBMC')"
2204.04182,Not found,
2202.13830,Not found,
2203.14484,Found,Repo: zenodo-doi - https://doi.org/10.5281/zenodo.5712349
2212.08540,Not found,
2212.09437,Not found,
2211.04811,Not found,
2203.09903,Found,"Repo: github - ('PrivacyEngineering', 'janus-value-anonymizer')"
2202.01490,Not found,
2207.11708,Not found,
2210.14179,Not found,
2206.03865,Found,"Repo: github - ('microsoft', 'CodeRanker')"
2209.10967,Not found,
2202.04903,Not found,
2207.02988,Not found,
2212.03459,Not found,
2208.13417,Not found,
2205.00665,Not found,
2208.09259,Not found,
2207.12851,Not found,
2205.07847,Not found,
2210.12285,Found,"Repo: github - ('Alex-HaochenLi', 'RACS')"
2206.10344,Not found,
2210.12155,Not found,
2210.17215,Not found,
2204.13993,Not found,
2210.16494,Not found,
2202.06474,Found,"Repo: github - ('mdrafiqulrabin', 'rm-dd-perses')"
2203.06910,Not found,
2208.04261,Not found,
2202.01612,Not found,
2202.05505,Not found,
2205.03181,Not found,
2206.07230,Not found,
2212.04769,Found,"Repo: github - ('ChristianBirchler', 'sdc-scissor')"
2210.03804,Not found,
2208.07056,Not found,
2201.01429,Not found,
2202.08975,Found,"Repo: github - ('serjtroshin', 'probings4code')"
2201.06310,Not found,
2210.08981,Not found,
2206.09359,Not found,
2204.11039,Not found,
2206.11728,Not found,
2204.00751,Not found,
2212.11077,Found,"Repo: github - ('ASSERT-KTH', 'collector-sahab')"
2203.10221,Not found,
2204.01632,Not found,
2212.09420,Not found,
2203.11115,Not found,
2210.07798,Not found,
2212.13424,Not found,
2209.10412,Found,"Repo: github - ('teiresias-personal-data-discovery', 'teiresias-system')"
2208.06479,Found,"Repo: github - ('UVA-DSA', 'APS_TestBed')"
2204.00547,Not found,
2208.11552,Not found,
2210.03388,Not found,
2202.04431,Not found,
2208.13227,Not found,
2211.13670,Not found,
2208.11674,Not found,
2212.10376,Found,"Repo: github - ('Verified-Intelligence', 'alpha-beta-CROWN')"
2203.03575,Not found,
2209.06634,Not found,
2205.04858,Not found,
2204.05999,Not found,
2210.03696,Not found,
2211.12003,Not found,
2202.02539,Not found,
2205.05043,Not found,
2204.06033,Not found,
2201.08296,Not found,
2205.11707,Not found,
2206.15331,Not found,
2206.05871,Not found,
2211.02709,Not found,
2205.02360,Not found,
2210.11831,Not found,
2202.06157,Not found,
2212.06334,Not found,
2210.07342,Not found,
2202.12884,Found,"Repo: github - ('BenedictWilkins', 'world-of-bugs-experiments')"
2210.04258,Not found,
2201.07226,Not found,
2208.10833,Not found,
2208.14679,Not found,
2201.08368,Not found,
2205.00787,Not found,
2202.02175,Not found,
2204.04247,Not found,
2209.03441,Not found,
2207.12456,Not found,
2203.09959,Not found,
2205.03628,Not found,
2208.10881,Not found,
2208.08235,Not found,
2210.15159,Not found,
2211.01992,Not found,
2205.00828,Not found,
2208.09998,Not found,
2208.12654,Not found,
2203.08594,Not found,
2202.05223,Not found,
2201.02180,Not found,
2204.03994,Not found,
2207.11976,Not found,
2208.05046,Not found,
2205.15535,Not found,
2202.03930,Not found,
2212.06008,Not found,
2204.11193,Not found,
2211.05920,Not found,
2204.02765,Not found,
2208.08671,Not found,
2205.09428,Not found,
2211.14417,Found,"Repo: github - ('KIT-IAI', 'EasyMLServe')"
2211.13498,Not found,
2211.13063,Not found,
2207.06473,Not found,
2212.14834,Not found,
2210.14306,Found,"Repo: github - ('microsoft', 'coderec_programming_states')"
2212.13179,Not found,
2206.05239,Found,"Repo: github - ('reddy-lab-code-research', 'StructCoder')"
2208.02628,Not found,
2205.15904,Not found,
2201.04374,Not found,
2203.11532,Not found,
2202.08029,Not found,
2208.05969,Found,"Repo: github - ('JiePKU', 'MIA-SafeCompress')"
2203.08007,Not found,
2210.16998,Not found,
2206.08905,Not found,
2207.14648,Not found,
2201.10705,Not found,
2203.12026,Not found,
2212.09132,Not found,
2212.12110,Found,"Repo: github - ('Troublor', 'erebus-redgiant')"
2212.11935,Not found,
2206.14701,Not found,
2205.10956,Not found,
2211.04661,Not found,
2207.00445,Not found,
2210.08332,Not found,
2201.03981,Not found,
2210.04794,Not found,
2207.06811,Not found,
2205.04913,Not found,
2202.06271,Not found,
2204.07501,Not found,
2206.12927,Not found,
2212.10007,Not found,
2201.11711,Not found,
2207.11104,Not found,
2203.15287,Not found,
2208.02490,Not found,
2204.06447,Not found,
2208.01624,Not found,
2209.11946,Not found,
2201.03061,Not found,
2201.11807,Not found,
2209.05843,Not found,
2206.12275,Not found,
2205.14289,Not found,
2203.04468,Not found,
2206.08530,Not found,
2203.10161,Not found,
2204.09945,Not found,
2202.06689,Not found,
2204.12781,Found,"Repo: github - ('mlatcl', 'fbp-vs-soa')"
2202.03755,Not found,
2201.05348,Not found,
2205.09877,Not found,
2209.09666,Not found,
2201.03275,Not found,
2203.08912,Not found,
2210.15256,Not found,
2208.07120,Not found,
2209.02948,Not found,
2203.12755,Not found,
2208.00305,Not found,
2205.05325,Not found,
2210.03519,Not found,
2206.03333,Not found,
2212.08427,Found,"Repo: github - ('ASSERT-KTH', 'wasm_evasion')"
2201.06567,Not found,
2212.05401,Not found,
2212.04038,Not found,
2207.08484,Found,"Repo: github - ('apwbs', 'AttributeBasedEncryption')"
2204.07662,Not found,
2203.14958,Not found,
2209.03260,Not found,
2206.11037,Not found,
2201.06850,Not found,
2201.09953,Not found,
2201.08570,Not found,
2202.03728,Not found,
2204.06768,Not found,
2212.01011,Not found,
2210.05406,Not found,
2201.01184,Not found,
2205.05498,Not found,
2205.05446,Not found,
2211.01827,Not found,
2202.05982,Not found,
2201.07959,Not found,
2203.13231,Not found,
2201.06589,Not found,
2201.04048,Not found,
2206.04177,Not found,
2212.02271,Not found,
2204.14129,Not found,
2208.08067,Not found,
2206.11861,Not found,
2210.03281,Not found,
2212.11589,Not found,
2201.05551,Not found,
2206.05600,Not found,
2211.05764,Not found,
2203.10555,Not found,
2211.00818,Not found,
2212.05901,Not found,
2202.03367,Not found,
2205.15546,Not found,
2211.09084,Not found,
2209.14036,Not found,
2204.13262,Not found,
2204.06826,Found,"Repo: github - ('monperrus', 'replication-package-exhaustive-systematic-review-rickrolling')"
2211.06429,Not found,
2211.09554,Not found,
2201.06235,Not found,
2205.10992,Not found,
2203.05068,Not found,
2202.13953,Not found,
2204.08880,Not found,
2203.10551,Not found,
2208.05860,Not found,
2212.08726,Not found,
2206.11971,Not found,
2204.06799,Not found,
2212.10861,Not found,
2209.14044,Not found,
2203.08320,Not found,
2211.06189,Not found,
2209.14034,Not found,
2202.13303,Not found,
2204.08653,Not found,
2205.14749,Not found,
2201.09015,Not found,
2203.13871,Not found,
2204.06066,Not found,
2211.11908,Not found,
2207.05987,Found,"Repo: github - ('shuyanzhou', 'docprompting')"
2205.09239,Not found,
2207.00301,Found,"Repo: github - ('cedricrupb', 'nbfbaselines')"
2204.05972,Not found,
2210.06840,Not found,
2206.07010,Not found,
2211.00381,Not found,
2202.04337,Not found,
2208.08289,Not found,
2209.14876,Not found,
2207.08475,Not found,
2204.02618,Not found,
2203.17253,Not found,
2203.00101,Not found,
2207.10942,Found,"Repo: github - ('wellido', 'Aries')"
2212.11414,Not found,
2204.14180,Not found,
2210.11843,Not found,
2212.00619,Not found,
2210.11910,Not found,
2203.04448,Not found,
2205.01446,Not found,
2208.04351,Not found,
2203.12903,Not found,
2205.14586,Not found,
2202.09214,Found,"Repo: github - ('M3SOulu', 'next_event_prediction')"
2203.16718,Not found,
2207.11016,Not found,
2211.15007,Not found,
2201.12046,Found,"Repo: github - ('cedricrupb', 'TSSB3M')"
2201.10866,Found,"Repo: github - ('microsoft', 'AR2')"
2204.11657,Not found,
2204.07874,Found,"Repo: github - ('RI-SE', 'smirk')"
2209.06546,Not found,
2207.00921,Found,"Repo: github - ('rasheedja', 'PropaFP')"
2208.12588,Not found,
2204.09368,Not found,
2212.05610,Not found,
2203.09277,Not found,
2206.06043,Not found,
2210.16114,Not found,
2209.15438,Not found,
2203.12915,Not found,
2211.10291,Not found,
2202.02095,Not found,
2212.05750,Not found,
2210.16269,Not found,
2212.06376,Not found,
2211.06386,Not found,
2205.14762,Not found,
2209.00649,Not found,
2208.04259,Not found,
2208.06032,Not found,
2204.08360,Not found,
2202.04762,Not found,
2212.05438,Not found,
2210.11228,Not found,
2208.02629,Not found,
2209.04860,Not found,
2203.08702,Not found,
2203.12212,Not found,
2205.04352,Not found,
2201.11821,Not found,
2203.10965,Not found,
2205.15086,Not found,
2207.08466,Not found,
2201.00270,Found,"Repo: github - ('OpenAPITools', 'openapi-generator')"
2202.01830,Not found,
2212.13866,Not found,
2204.06894,Not found,
2208.01741,Not found,
2205.10133,Not found,
2207.00222,Not found,
2212.09976,Not found,
2204.01956,Not found,
2201.10137,Not found,
2210.13990,Not found,
2204.00155,Not found,
2207.03277,Not found,
2207.04586,Not found,
2211.09034,Not found,
2208.07811,Not found,
2203.06825,Not found,
2204.09274,Not found,
2206.14118,Not found,
2210.09825,Not found,
2209.07929,Not found,
2206.05457,Not found,
2202.06274,Found,"Repo: github - ('se2p', 'whisker')"
2211.11550,Not found,
2208.12553,Not found,
2204.08695,Not found,
2204.12648,Not found,
2208.04096,Not found,
2203.11410,Not found,
2204.08999,Not found,
2210.00328,Not found,
2211.05908,Not found,
2204.03254,Not found,
2209.08321,Not found,
2201.13290,Not found,
2209.05833,Not found,
2212.10692,Not found,
2211.13526,Not found,
2207.04865,Not found,
2212.03287,Not found,
2209.08443,Found,"Repo: github - ('lchen001', 'HAPI')"
2210.05903,Not found,
2202.04301,Not found,
2205.08718,Not found,
2203.11423,Not found,
2204.02189,Not found,
2207.01705,Not found,
2210.02506,Not found,
2205.04899,Not found,
2211.07782,Not found,
2207.08175,Not found,
2207.01084,Not found,
2206.09206,Not found,
2204.09533,Not found,
2212.13773,Not found,
2206.09894,Not found,
2202.04847,Not found,
2211.03817,Not found,
2204.00110,Not found,
2208.03133,Found,"Repo: github - ('JetBrains-Research', 'codegen-metrics')"
2212.14274,Not found,
2205.14137,Not found,
2212.05648,Not found,
2202.08669,Not found,
2203.00113,Not found,
2202.07612,Not found,
2207.07954,Not found,
2203.09493,Not found,
2203.05566,Not found,
2208.07447,Not found,
2208.05219,Not found,
2204.13848,Not found,
2208.03407,Not found,
2209.05948,Not found,
2208.14660,Not found,
2212.14779,Not found,
2202.01322,Not found,
2207.01948,Not found,
2207.03928,Not found,
2202.01035,Not found,
2207.04823,Not found,
2210.09706,Not found,
2202.04950,Not found,
2205.08314,Not found,
2203.05181,Not found,
2211.06953,Not found,
2206.00699,Not found,
2203.15534,Not found,
2211.04712,Not found,
2206.13204,Not found,
2202.02679,Not found,
2207.14711,Not found,
2205.10004,Found,"Repo: github - ('shaido987', 'riskloc')"
2209.00437,Not found,
2201.10874,Not found,
2211.12799,Not found,
2212.12168,Not found,
2207.09379,Not found,
2206.02083,Not found,
2204.11965,Not found,
2206.12311,Not found,
2205.07535,Not found,
2211.07436,Not found,
2210.08356,Not found,
2210.12581,Not found,
2204.03931,Not found,
2201.08201,Not found,
2202.09683,Not found,
2212.13857,Not found,
2207.12698,Not found,
2212.07951,Not found,
2202.08761,Not found,
2204.03498,Not found,
2203.08638,Not found,
2209.08824,Not found,
2210.07482,Not found,
2203.03827,Not found,
2204.01516,Not found,
2206.10210,Not found,
2203.03144,Not found,
2205.04198,Not found,
2205.00221,Not found,
2206.10655,Not found,
2208.02428,Not found,
2208.13471,Not found,
2206.12839,Found,"Repo: github - ('shrivastavadisha', 'repo_level_prompt_generation')"
2206.13179,Not found,
2209.10492,Found,"Repo: github - ('swarnaHub', 'SummarizationPrograms')"
2202.13114,Found,"Repo: github - ('hub-se', 'BeDivFuzz')"
2202.07682,Not found,
2209.14227,Not found,
2204.08108,Not found,
2210.05784,Not found,
2208.11274,Not found,
2206.02207,Not found,
2209.14057,Not found,
2210.08728,Not found,
2212.01020,Not found,
2209.06615,Not found,
2207.09065,Not found,
2208.03938,Not found,
2203.00191,Not found,
2209.03230,Not found,
2211.00872,Not found,
2207.12578,Not found,
2201.02677,Found,"Repo: github - ('HajraNaeem', 'Dataset')"
2212.14671,Not found,
2204.06816,Not found,
2204.03858,Not found,
2207.11082,Not found,
2212.10693,Not found,
2208.06318,Not found,
2212.10808,Not found,
2212.04388,Not found,
2204.09638,Not found,
2201.02944,Found,"Repo: github - ('OpsPAI', 'ADSketch')"
2208.11523,Not found,
2208.04003,Not found,
2209.10868,Not found,
2206.03132,Not found,
2207.09713,Not found,
2206.11619,Not found,
2204.11844,Not found,
2205.00210,Not found,
2211.00361,Not found,
2209.05092,Not found,
2205.12615,Not found,
2211.05516,Not found,
2210.04175,Not found,
2204.13183,Not found,
2202.12777,Not found,
2210.15846,Not found,
2208.00037,Not found,
2205.03790,Not found,
2205.11399,Not found,
2204.12893,Not found,
2210.04802,Found,"Repo: github - ('hajipour', 'SimSCOOD')"
2201.02215,Not found,
2203.14686,Not found,
2212.11657,Not found,
2211.08695,Not found,
2203.15510,Not found,
2206.10708,Not found,
2208.12359,Not found,
2202.05609,Not found,
2206.00225,Not found,
2205.12713,Found,"Repo: github - ('vul337', 'jTrans')"
2205.00263,Not found,
2212.11763,Not found,
2210.16744,Not found,
2204.00932,Not found,
2201.08058,Not found,
2204.08676,Not found,
2201.13348,Not found,
2212.05970,Not found,
2212.14404,Not found,
2209.02638,Not found,
2204.09310,Not found,
2211.12229,Not found,
2203.16969,Not found,
2209.01546,Not found,
2210.00896,Not found,
2209.03558,Not found,
2201.09463,Not found,
2204.01285,Not found,
2208.13451,Not found,
2212.04843,Not found,
2210.02766,Not found,
2205.04998,Found,"Repo: github - ('Tizpaz', 'TenForty')"
2204.02545,Not found,
2207.11784,Not found,
2203.16148,Not found,
2207.11530,Not found,
2201.00150,Found,"Repo: github - ('fewshotcdcs', 'CDCS')"
2205.07269,Not found,
2211.04683,Not found,
2209.08165,Not found,
2203.07603,Not found,
2206.09422,Not found,
2206.12227,Not found,
2201.00355,Not found,
2212.08396,Not found,
2207.02848,Not found,
2212.05203,Not found,
2210.08667,Not found,
2208.06136,Not found,
2201.00117,Not found,
2211.00111,Not found,
2212.05314,Not found,
2209.04006,Not found,
2205.09552,Not found,
2203.15491,Not found,
2210.04212,Not found,
2208.07935,Not found,
2204.08743,Not found,
2210.05192,Not found,
2201.03051,Not found,
2202.09947,Not found,
2201.05401,Not found,
2205.08116,Not found,
2212.07763,Not found,
2202.09076,Not found,
2208.02811,Found,"Repo: github - ('bloa', 'magpie')"
2208.12223,Found,Repo: zenodo-record - 7012043
2206.08959,Not found,
2205.15767,Not found,
2202.04586,Not found,
2201.12950,Not found,
2203.10384,Not found,
2212.01882,Not found,
2203.12409,Not found,
2208.07624,Not found,
2212.08108,Not found,
2204.03387,Not found,
2202.13525,Found,"Repo: github - ('hzheng40', 'tunercar')"
2205.00180,Not found,
2210.09460,Found,"Repo: github - ('matthewsot', 'ssi-live22')"
2203.16225,Not found,
2201.06865,Not found,
2208.12261,Found,"Repo: github - ('MEPalma', 'SyntheticEndUserTesting-Prototype')"
2201.09172,Not found,
2210.14364,Not found,
2208.10233,Not found,
2201.07280,Not found,
2206.10811,Not found,
2210.14665,Not found,
2205.11708,Not found,
2206.06054,Not found,
2209.13288,Not found,
2212.10017,Not found,
2205.14964,Not found,
2204.10308,Not found,
2210.05813,Not found,
2208.03302,Not found,
2208.09505,Not found,
2201.08698,Found,"Repo: github - ('soarsmu', 'attack-pretrain-models-of-code')"
2212.05953,Not found,
2209.02575,Found,"Repo: github - ('lkpsg', 'ccscanner')"
2203.15979,Not found,
2208.14656,Not found,
2210.04633,Not found,
